first_name_left,last_name_left,country_left,first_name_right,last_name_right,country_right,label
Luís,Lopes,Portugal,Valeria,Muñoz,Mexico,0
Jesús,Torres,Mexico,Jesús,Torres,Mexico,1
Lena,Weiß,Germany,Lena,Weiß,Germany,1
Jonas,Schmidt,Germany,Sabine,Schneider,Germany,0
José,Flores,Mexico,Luis,Martínez,Mexico,0
María,López,Spain,María,López,Spain,1
Marco,Ferrari,Italy,Francesca,Colombo,Italy,0
Jonas,Weiß,Germany,Jonas,Wei,Germany,1
Rogério,Lima,Brazil,Rogério,Lima,Brazil,1
Élodie,Lefèvre,France,Élodie,Lefèvre,France,1
Rogério,Souza,Brazil,Bruno,Santso,Brazil,0
Tobias,Hoffmann,Germany,oTbias,Hoffmann,Germany,1
Léa,Käser,Switzerland,Lukas,Mueller,Switzerland,0
Inês,Santos,Portugal,Rita,Pereira,Portugal,0
Hannah,Weiß,Germany,María,Hernádnez,Mexico,0
José,Fernández,Spain,José,Fernández,Spain,1
François,Hofmann,Switzerland,Pedro,Sanots,Portugal,0
María,López,Mexico,María,López,Mexico,1
Jürg,Fischer,Switzerland,Mlani,Meier,Switzerland,0
José,Martínez,Mexico,Hugo,Moreau,France,0
Luís,Ferreira,Portugal,Gonçalo,Carvalho,Portugal,0
Jordi,Díaz,Spain,René,Hernández,Mexico,0
Sofia,Fernandes,Portugal,Sofia,Fernandes,Portugal,1
Luis,López,Mexico,Luis,Lpez,Mexico,1
Marta,Rodrigues,Portugal,João,Fernandes,Portugal,0
Luis,Hernández,Mexico,Luis,Hernández,Mexico,1
Sabine,Schneider,Germany,Sabine,Schneider,Germany,1
María,Pérez,Mexico,Miguel,Flores,Mexico,0
René,Moreau,France,La,Lefvre,France,0
Tobias,Schmidt,Germany,Camila,Silva,Brazil,0
José,Torres,Mexico,Andrsé,Ramírez,Mexico,0
Sofía,Hernández,Mexico,Sofía,Hernández,Mexico,1
Fernanda,Fernandes,Brazil,Sven,Müller,Germany,0
Marta,Almeida,Portugal,Mart,Almeida,Portugal,1
Emma,Petit,France,Chlo,Dubois,France,0
Théo,Moreau,France,Théo,Moreau,France,1
Lucía,Martínez,Spain,Luca,Martnez,Spain,1
Rogério,Pereira,Brazil,Rogrio,Pereira,Brazil,1
Noah,Hugentobler,Switzerland,Noah,Hugentobler,Switzerland,1
Óscar,Gómez,Spain,Mraian,Santos,Brazil,0
Sven,Schäfer,Germany,Sven,Schäfer,Germany,1
Beatriz,Fernandes,Portugal,Beatriz,Fernandes,Portugal,1
Käthe,Groß,Germany,Ktähe,Groß,Germany,1
Louis,Garcia,France,Emma,Richard,France,0
Ana,Álvarez,Spain,Ana,Álvarez,Spain,1
Marta,Gonçalves,Portugal,Rita,Fernandes,Portugal,0
Gonçalo,Gonçalves,Portugal,Inês,Fernandes,Portugal,0
José,Martínez,Spain,José,Martínez,Spain,1
Günter,Fischer,Germany,Guenter,Fischer,Germany,1
Lukas,Müller,Germany,Lkua,Mueller,Germany,1
Elena,Hugentobler,Switzerland,Elena,Hugentobler,Switzerland,1
Miguel,Silva,Portugal,Miguel,Silva,Portugal,1
Hugo,Durand,France,Hugo,Durand,France,1
Luca,Marino,Italy,Matteo,Ricci,Italy,0
René,Garcia,France,Ren,Garica,France,1
Luca,Greco,Italy,Marco,Ferrari,Italy,0
Tiago,Santos,Portugal,Tiago,Santos,Portugal,1
Mariana,Fernandes,Brazil,Bruno,Santos,Brazil,0
Marco,Ferrari,Italy,Marco,Ferrari,Italy,1
Luísa,Santos,Brazil,Luísa,Santos,Brazil,1
Mariana,Souza,Brazil,Marian,Sozua,Brazil,1
Léa,Durand,France,Noémie,Durand,France,0
Álvaro,Muñoz,Spain,Sofa,Flores,Mexico,0
Luís,Lopes,Portugal,Rita,Fernandes,Portugal,0
Óscar,Martínez,Mexico,Giorgia,Romano,Italy,0
Chiara,Colombo,Italy,Chiara,Colombo,Italy,1
María,Martínez,Mexico,Mara,Martnez,Mexico,1
Óscar,Gómez,Spain,Óscar,Gómez,Spain,1
Giulia,Greco,Italy,Giuila,Greco,Italy,1
Hans,Weiss,Switzerland,Hans,Kaeser,Switzerland,0
Rita,Fernandes,Portugal,Lus,Silva,Portugal,0
Lukas,Müller,Germany,Lukas,Müllre,Germany,1
Giuseppe,Colombo,Italy,Giulia,Colombo,Italy,0
Hervé,Durand,France,Hguo,Durand,France,0
Pedro,Pereira,Brazil,João,Lima,Brazil,0
Ana,Ferreira,Portugal,Beatriz,Silva,Portugal,0
Álvaro,López,Spain,Álvaro,López,Spain,1
Jesús,López,Mexico,Valeria,Torres,Mexico,0
Francesco,Rossi,Italy,Francesco,Rossi,Italy,1
Miguel,Santos,Portugal,Miguel,Snatos,Portugal,1
Luis,Hernández,Mexico,María,López,Mexico,0
Valeria,Hernández,Mexico,Valeria,Hernández,Mexico,1
Noémie,Petit,France,Noémie,Petit,France,1
Noémie,Richard,France,Nomie,Richard,France,1
Tiago,Ferreira,Portugal,Tiago,Frereira,Portugal,1
Emma,Moreau,France,Giulia,Fischer,Switzerland,0
Elena,Keller,Switzerland,Elena,Keller,Switzerland,1
Luca,Rossi,Italy,Giulia,Marino,Italy,0
Chiara,Colombo,Italy,Francesco,Russo,Italy,0
Matteo,Weiss,Switzerland,Matteo,Weiss,Switzerland,1
Emma,Richard,France,Chloé,Bernard,France,0
Jesús,Muñoz,Spain,Jesús,Muñoz,Spain,1
Carlos,Ramírez,Mexico,Sfoía,Hernández,Mexico,0
Nina,Groß,Germany,Emma,Dubois,France,0
Iñigo,García,Spain,Luísa,Oliveira,Brazil,0
Francesca,Ferrari,Italy,Alessandro,Marino,Italy,0
Käthe,Krämer,Germany,Käthe,Krämer,Germany,1
Käthe,Fischer,Germany,Käthe,Fischer,Germany,1
Luis,Pérez,Mexico,Luis,Muñoz,Mexico,0
Miguel,Oliveira,Brazil,Miguel,Oilveira,Brazil,1
René,Garcia,France,Giulia,Ricci,Italy,0
Noah,Schneider,Switzerland,Noah,Schneider,Switzerland,1
Sara,Rossi,Italy,Alessandr,Russo,Italy,0
Elena,Hofmann,Switzerland,lEena,Hofmann,Switzerland,1
Sven,Müller,Germany,Tobias,Hoffmann,Germany,0
Emma,Dubois,France,Ana,García,Spain,0
Lena,Müller,Germany,Lena,Müller,Germany,0
Sven,Fischer,Germany,Svne,Fischer,Germany,1
Luis,Muñoz,Mexico,Sergio,Muñoz,Spain,0
Giulia,Rossi,Italy,Giuli,Rossi,Italy,1
Inês,Carvalho,Portugal,Gonçalo,Sanots,Portugal,0
Théo,René,France,Emma,Dubois,France,0
Giulia,Bianchi,Italy,Francesca,Binachi,Italy,0
Iñigo,Fernández,Spain,Sabine,Fischer,Germany,0
Luísa,Santos,Brazil,Noah,Schneider,Switzerland,0
Tiago,Ferreira,Portugal,Tiag,Ferreira,Portugal,1
Sergio,Schneider,Switzerland,Franois,Meier,Switzerland,0
Lukas,Groß,Germany,Miguel,López,Mexico,0
Sébastien,Bernard,France,Sébastien,Bernard,France,1
Luis,Fernández,Mexico,Luis,Fernández,Mexico,1
Louis,René,France,Louis,eRné,France,1
Alessandro,Greco,Italy,Sara,Rsuso,Italy,0
Théo,Bernard,France,Théo,Bernard,France,1
Lukas,Schneider,Germany,Migule,oTrres,Mexico,0
Lea,Krämer,Germany,Jonas,Fischer,Germany,0
Élodie,Lefèvre,France,Élodie,Lefèvre,France,1
Bruno,Oliveira,Brazil,Luísa,Pereira,Brazil,0
Sara,Ferrari,Italy,Luca,Romano,Italy,0
Marco,Marino,Italy,Giorgia,Colombo,Italy,0
Beatriz,Ferreira,Portugal,Inês,Fernandes,Portugal,0
Jonas,Schneider,Germany,Sevn,Fischer,Germany,0
Francesca,Colombo,Italy,Giorgia,Epsosito,Italy,0
Gonçalo,Pereira,Portugal,Goçnalo,Pereira,Portugal,1
Luísa,Santos,Brazil,Luísa,Santos,Brazil,1
Miguel,Lopes,Portugal,Joo,Silva,Portugal,0
Hugo,Laurent,France,Loius,Richard,France,0
Emma,Petit,France,Louis,Garcia,France,0
Eléna,Marino,Italy,Giorgia,Esposito,Italy,0
Luca,Esposito,Italy,uLca,Esposito,Italy,1
Élodie,Richard,France,Élodie,Rcihard,France,1
Giuseppe,Russo,Italy,Giusepp,Russo,Italy,1
Miguel,Fernandes,Brazil,Miguel,Fernandes,Brazil,1
Noah,Meier,Switzerland,Noah,Meier,Switzerland,1
Käthe,Wagner,Germany,Sofa,Flores,Mexico,0
Lukas,Käser,Switzerland,Lukas,Käser,Switzerland,1
Beatriz,Rodrigues,Portugal,Beatriz,Rodrigues,Portugal,1
Álvaro,Fernández,Spain,Iñigo,Álvarez,Spain,0
Günter,Schäfer,Germany,Lea,Krämer,Germany,0
Luis,Pérez,Mexico,Luis,Prez,Mexico,1
Jesús,Hernández,Mexico,Jesús,Hernándze,Mexico,1
Ana,Ferreira,Portugal,Ana,Ferreira,Portugal,1
Bruno,Santos,Brazil,Burno,Santos,Brazil,1
Sara,Russo,Italy,Eléna,Mraino,Italy,0
Sven,Hoffmann,Germany,Kaethe,Schneider,Germany,0
Miguel,Souza,Brazil,Miguel,Souza,Brazil,1
Bruno,Lima,Brazil,João,Oliveira,Brazil,0
Rita,Carvalho,Portugal,Rita,Carvalho,Portugal,1
Miguel,Oliveira,Brazil,Pedro,Silva,Brazil,0
Mélanie,Hugentobler,Switzerland,Mélanie,Hugentobler,Switzerland,1
Luis,Hernández,Mexico,Luis,Hernádnez,Mexico,1
Käthe,Krämer,Germany,Kaethe,Kraemer,Germany,1
Miguel,Pereira,Portugal,María,García,Mexico,0
Sven,Schneider,Germany,Joans,Weiss,Germany,0
Chloé,Laurent,France,Chlo,Laurent,France,1
Elena,Käser,Switzerland,Elena,Kaeser,Switzerland,1
Marco,Russo,Italy,Marco,Esposito,Italy,0
Giuseppe,Colombo,Italy,Giorgia,Greco,Italy,0
Bruno,Souza,Brazil,Ana,Pereira,Brazil,0
María,Pérez,Mexico,María,Pérez,Mexico,1
Miguel,Pereira,Portugal,Miguel,Pereira,Portugal,1
Luca,Marino,Italy,Luca,Marino,Italy,1
Miguel,Silva,Brazil,Miguel,Silva,Brazil,1
Noémie,Laurent,France,oNémie,Luarent,France,1
Luca,Colombo,Italy,Sara,Russo,Italy,0
Gustavo,Gonçalves,Brazil,Rafaela,Oliveira,Brazil,0
Francesco,Ricci,Italy,Francesca,Russo,Italy,0
Sergio,Hugentobler,Switzerland,Sergio,Hugentobler,Switzerland,1
Emma,Garcia,France,Emma,Garcia,France,1
Sergio,Schneider,Switzerland,Sergio,Schneider,Switzerland,1
João,Lima,Brazil,Joo,Lima,Brazil,1
João,Fernandes,Portugal,Emma,Peitt,France,0
Pedro,Rodrigues,Portugal,Pedr,Rodrigues,Portugal,1
Mariana,Lima,Brazil,Mariana,Lima,Brazil,1
Léa,Weiss,Switzerland,Léa,Weiss,Switzerland,1
Pablo,Álvarez,Spain,Sergio,Sánchez,Spain,0
Gustavo,Fernandes,Brazil,Gustavo,Souza,Brazil,0
Rogério,Gonçalves,Brazil,Miguel,Silva,Brazil,0
Sara,Marino,Italy,Sara,Marino,Italy,1
Camille,Bernard,France,Camille,Bernard,France,1
Francesco,Esposito,Italy,Francesco,Esposito,Italy,1
Lukas,Weiß,Germany,Nina,Weiss,Germany,0
Jordi,López,Spain,Laura,Lpez,Spain,0
Günter,Groß,Germany,Kthe,Mlelr,Germany,0
Käthe,Schäfer,Germany,Sven,Weiss,Germany,0
Tobias,Weiß,Germany,Tobias,Weiß,Germany,1
João,Fernandes,Portugal,Inês,Santos,Portugal,0
María,Álvarez,Spain,María,Álvarez,Spain,1
Nina,Schneider,Germany,Nina,Schneider,Germany,1
María,Muñoz,Mexico,Maar,uMoz,Mexico,1
Sébastien,Durand,France,Camille,Laurent,France,0
Laura,García,Spain,Luara,García,Spain,1
Álvaro,Pérez,Spain,Calros,Martínez,Mexico,0
Sergio,Hugentobler,Switzerland,Sergio,Hugentobler,Switzerland,1
Pablo,Álvarez,Spain,Jess,Martnez,Spain,0
Giulia,Colombo,Italy,Sara,Russo,Italy,0
Pedro,Silva,Portugal,Pedro,Silva,Portugal,1
Noémie,Petit,France,oNémie,Petit,France,1
Francesco,Marino,Italy,Alessandro,Colombo,Italy,0
Jordi,Díaz,Spain,Jordi,Díaz,Spain,1
Hervé,Lefèvre,France,Léa,Petit,France,0
Valeria,Hernández,Mexico,Sofía,Flores,Mexico,0
Álvaro,Martínez,Spain,Sven,Weiß,Germany,0
Lena,Wagner,Germany,Giulia,Greco,Italy,0
María,López,Mexico,Mara,Lpez,Mexico,1
Emma,Lefèvre,France,Emma,Laurent,France,0
Marta,Almeida,Portugal,Marta,Almeida,Portugal,1
Nina,Müller,Germany,Lukas,Gor,Germany,0
Miguel,Ferreira,Portugal,Miguel,Ferreira,Portugal,1
Giuseppe,Bianchi,Italy,Francesco,Rossi,Italy,0
Léa,René,France,Beatriz,Gonçalves,Portugal,0
Pablo,Muñoz,Spain,Jess,Muoz,Spain,0
Ana,Lima,Brazil,Miguel,Pereira,Brazil,0
Elena,Grüter,Switzerland,Maxime,Schneider,Switzerland,0
Rogério,Fernandes,Brazil,Rogério,Fernandes,Brazil,1
Ana,Rocha,Brazil,Ana,Rocha,Brazil,1
Noah,Hofmann,Switzerland,Noah,Hofmann,Switzerland,1
Pedro,Gonçalves,Brazil,Sébastein,Bernard,France,0
Pedro,Gonçalves,Brazil,Rafaela,Rocha,Brazil,0
Sofía,Martínez,Mexico,Sofía,Muñoz,Mexico,0
Pedro,Rodrigues,Portugal,Ana,Almeida,Portugal,0
Inês,Rodrigues,Portugal,Inês,Rodrigues,Portugal,1
Camila,Silva,Brazil,Mariana,Gonavles,Brazil,0
João,Souza,Brazil,oJão,Souza,Brazil,1
Hervé,Bernard,France,Hervé,Bernard,France,1
Marco,Esposito,Italy,Matteo,Marino,Italy,0
Miguel,Pereira,Portugal,Pedro,Silva,Portugal,0
René,Martínez,Mexico,René,Martínez,Mexico,1
José,Hernández,Mexico,Jos,Hernndez,Mexico,1
Noah,Grüter,Switzerland,Noah,Grueter,Switzerland,1
Miguel,Silva,Portugal,Luísa,Carvalho,Brazil,0
Jesús,Muñoz,Mexico,Jess,Muoz,Mexico,1
Sergio,Schneider,Switzerland,Hans,Hofmann,Switzerland,0
Marta,Ferreira,Portugal,aMrta,Ferreira,Portugal,1
Théo,Petit,France,René,Laurent,France,0
Laura,Sánchez,Spain,Laura,Sánchez,Spain,1
Tiago,Fernandes,Portugal,Miguel,Fernandes,Portugal,0
Théo,Durand,France,Louis,Garcia,France,0
Óscar,Muñoz,Spain,Luíca,Martínez,Spain,0
Gustavo,Rocha,Brazil,Gustavo,Rocha,Brazil,1
Jesús,Álvarez,Spain,Marta,Silva,Portugal,0
Iñigo,Sánchez,Spain,Iñigo,Sánchez,Spain,1
Sara,Ricci,Italy,Luca,Colombo,Italy,0
Mélanie,Weiss,Switzerland,Mélanie,Weiss,Switzerland,1
Lukas,Weiß,Germany,Luaks,Weiß,Germany,1
Tiago,Pereira,Portugal,Inês,Gonçalves,Portugal,0
Luís,Silva,Portugal,Gonçalo,Almeida,Portugal,0
João,Fernandes,Brazil,Jooã,Fernandes,Brazil,1
Ana,López,Spain,Ana,Lpez,Spain,1
Jürgen,Schneider,Germany,Juergen,Schneider,Germany,1
Ana,Fernandes,Portugal,Pedro,Fernandes,Portugal,0
Eléna,Colombo,Italy,Eléna,Colombo,Italy,1
Sergio,Gómez,Spain,Sergoi,Gmez,Spain,1
Maxime,Fischer,Switzerland,Maxime,Fischer,Switzerland,1
Pablo,Muñoz,Spain,Pablo,Muñoz,Spain,1
Rafaela,Souza,Brazil,Rafaela,Souza,Brazil,1
Bruno,Oliveira,Brazil,João,Gonçalves,Portugal,0
Francesca,Romano,Italy,Giuseppe,Bianchi,Italy,0
Alessandro,Greco,Italy,Francesca,Cloombo,Italy,0
Sven,Hoffmann,Germany,Sven,Hoffmann,Germany,1
Álvaro,Fernández,Spain,Álvaro,Fernández,Spain,1
Bruno,Pereira,Brazil,Burno,Pereira,Brazil,1
Matteo,Grüter,Switzerland,Matteo,Grüter,Switzerland,1
Chloé,Moreau,France,Hevré,Gracia,France,0
Pedro,Oliveira,Brazil,Pedro,Oliveira,Brazil,1
Giulia,Romano,Italy,Giulia,Romano,Italy,1
Lucía,Fernández,Spain,Ins,Loeps,Portugal,0
Lukas,Groß,Germany,Luaks,Groß,Germany,1
Óscar,Flores,Mexico,María,Torres,Mexico,0
Lukas,Groß,Germany,Lukas,Groß,Germany,1
Ana,Carvalho,Portugal,Luís,Almeida,Portugal,0
Pedro,Oliveira,Brazil,Sergio,Díaz,Spain,0
João,Carvalho,Brazil,João,Carvalho,Brazil,1
Chloé,Lefèvre,France,Chlo,Lefvre,France,1
Rogério,Carvalho,Brazil,Beatriz,Almeida,Portugal,0
Iñigo,Muñoz,Spain,Ana,Snchez,Spain,0
Marco,Ricci,Italy,Marco,Ricic,Italy,1
Jürgen,Schneider,Germany,Juergen,Gross,Germany,0
Ana,Álvarez,Spain,Ana,lvarez,Spain,1
Laura,Pérez,Spain,Laura,Pérez,Spain,1
René,Lefèvre,France,La,Durand,France,0
Günter,Weiß,Germany,Lukas,Hoffmann,Germany,0
Fernanda,Carvalho,Brazil,Mraiana,Oliveira,Brazil,0
Hervé,Lefèvre,France,Hervé,Dubois,France,0
Louis,René,France,Élodi,Laurent,France,0
Käthe,Wagner,Germany,Jürg,Hugentobler,Switzerland,0
Álvaro,Álvarez,Spain,Camille,Petit,France,0
François,Käser,Switzerland,Tobias,Weiß,Germany,0
Hervé,Moreau,France,Laura,Daz,Spain,0
Chloé,Moreau,France,Chlé,Moreau,France,1
Francesca,Ferrari,Italy,Francesco,Esposito,Italy,0
Francesco,Marino,Italy,Francesco,Marino,Italy,1
Camila,Lima,Brazil,Camila,Lima,Brazil,1
Sara,Ferrari,Italy,Sara,Frerari,Italy,1
Gonçalo,Almeida,Portugal,Gonçalo,Almeida,Portugal,1
Théo,Laurent,France,Théo,Laurent,France,1
René,Torres,Mexico,Jess,Muoz,Mexico,0
Jordi,Martínez,Spain,Jordi,Martínez,Spain,1
María,Sánchez,Spain,Ren,Garcia,France,0
João,Santos,Portugal,João,Santos,Portugal,1
María,Torres,Mexico,scar,Fernndez,Mexico,0
Óscar,López,Mexico,María,Fenrández,Mexico,0
Léa,Dubois,France,Léa,Dubois,France,1
Beatriz,Rodrigues,Portugal,Beatriz,Rodrigues,Portugal,1
Jesús,Ramírez,Mexico,Jesús,Ramírez,Mexico,1
João,Carvalho,Brazil,Lucía,Gómez,Spain,0
Tiago,Silva,Portugal,Tiago,Silva,Portugal,1
Ana,García,Spain,Ana,Garca,Spain,1
Hervé,Dubois,France,La,Laurent,France,0
Fernanda,Oliveira,Brazil,Rorgio,Santso,Brazil,0
Bruno,Fernandes,Brazil,Luísa,Oliveria,Brazil,0
Marco,Colombo,Italy,Hugo,Laurent,France,0
Ana,Souza,Brazil,Ana,Souza,Brazil,1
Sébastien,Richard,France,Sébastien,Richrad,France,1
Noah,Hofmann,Switzerland,Noah,Hofmann,Switzerland,1
Sabine,Hoffmann,Germany,Matte,Rossi,Italy,0
Chloé,Moreau,France,Chloé,Moreau,France,1
Luis,García,Mexico,Luis,García,Mexico,1
Sabine,Wagner,Germany,Sabine,Wagner,Germany,1
Valeria,Fernández,Mexico,Jso,Hernndez,Mexico,0
Chloé,Bernard,France,Lea,Fischer,Germany,0
Giuseppe,Greco,Italy,Francesco,Greco,Italy,0
Giulia,Bianchi,Italy,Francesca,Ricci,Italy,0
Lena,Schäfer,Germany,iIgo,Daz,Spain,0
Jesús,Flores,Mexico,Jess,Flores,Mexico,1
Hannah,Weiß,Germany,scar,Fernndez,Mexico,0
Óscar,García,Mexico,Óscar,García,Mexico,1
Hans,Käser,Switzerland,Hans,Käser,Switzerland,1
Hannah,Fischer,Germany,Eléna,Bianchi,Italy,0
Mélanie,Hofmann,Switzerland,Maxime,Hugentobler,Switzerland,0
Miguel,Rodrigues,Portugal,Sofia,Fernandes,Portugal,0
Lucía,Muñoz,Spain,Lucía,Mñuoz,Spain,1
Francesca,Marino,Italy,Frnacesca,Marino,Italy,1
Lukas,Käser,Switzerland,Matteo,oHfmann,Switzerland,0
María,Pérez,Spain,nAa,Fernández,Spain,0
Giuseppe,Romano,Italy,Giuseppe,Romano,Italy,1
Jonas,Krämer,Germany,Camille,Laurent,France,0
Élodie,René,France,Chlo,Garcia,France,0
Marta,Lopes,Portugal,Marta,Lopes,Portugal,1
María,Gómez,Spain,Óscar,Fernández,Spain,0
João,Souza,Brazil,Joo,Suoza,Brazil,1
Jürgen,Schneider,Germany,Jonas,Mueller,Germany,0
Théo,René,France,Hugo,Bernard,France,0
Mariana,Souza,Brazil,Rafaela,Lima,Brazil,0
Gustavo,Lima,Brazil,Luísa,Lima,Brazil,0
Jürg,Käser,Switzerland,Lena,Groß,Germany,0
Sofía,Flores,Mexico,Sofa,Flores,Mexico,1
Lucía,López,Spain,Laura,Muoz,Spain,0
Mariana,Souza,Brazil,Mariana,Souza,Brazil,1
Günter,Hoffmann,Germany,Jnoas,Schneider,Germany,0
Luísa,Rocha,Brazil,Luísa,Rocha,Brazil,1
Jürgen,Müller,Germany,Jürgen,üMller,Germany,1
Léa,Hofmann,Switzerland,Léa,Hofmann,Switzerland,1
Hannah,Schmidt,Germany,Lukas,Groß,Germany,0
Léa,Lefèvre,France,Louis,Richard,France,0
Lea,Hoffmann,Germany,Hannah,Shcmidt,Germany,0
Chiara,Rossi,Italy,Chiara,Rossi,Italy,1
Théo,Bernard,France,Andrés,Hernández,Mexico,0
José,Muñoz,Spain,Pedro,Pereira,Brazil,0
Pedro,Pereira,Portugal,Jonas,Schmidt,Germany,0
Nina,Fischer,Germany,Nina,Fischer,Germany,1
Valeria,López,Mexico,Luíca,Muñoz,Mexico,0
Hans,Hofmann,Switzerland,Nina,Krämer,Germany,0
Hans,Hofmann,Switzerland,Hans,Hofmann,Switzerland,1
María,López,Mexico,Rogério,Santos,Brazil,0
Francesca,Romano,Italy,Sara,Esposito,Italy,0
Sabine,Groß,Germany,Sabine,Groß,Germany,1
Francesca,Bianchi,Italy,Francesca,Bianchi,Italy,1
Hans,Meier,Switzerland,Álvaro,Martínez,Spain,0
Gustavo,Souza,Brazil,Rafaela,iSlva,Brazil,0
Francesca,Russo,Italy,Francesca,Russo,Italy,1
Sofía,López,Mexico,Rneé,Lpóez,Mexico,0
Beatriz,Rodrigues,Portugal,Beatriz,Rodrigues,Portugal,1
Mariana,Gonçalves,Brazil,Mraiana,Gonçalves,Brazil,1
Jesús,Álvarez,Spain,Jess,lvarez,Spain,1
Beatriz,Rodrigues,Portugal,Beartiz,Rodrigues,Portugal,1
Óscar,López,Spain,Nina,Krämer,Germany,0
Sébastien,Garcia,France,Léa,Garcia,France,0
Ana,Fernandes,Brazil,Miguel,Lima,Brazil,0
Laura,García,Spain,Camille,Lefèvre,France,0
Inês,Pereira,Portugal,Inês,Pereira,Portugal,1
Sergio,Käser,Switzerland,Sergio,Hugentobler,Switzerland,0
Luís,Silva,Portugal,Luís,Silva,Portugal,1
Lukas,Wagner,Germany,Ana,Rohca,Brazil,0
José,Álvarez,Spain,Ana,Silva,Portugal,0
Sven,Krämer,Germany,eLna,Schäfer,Germany,0
Francesca,Russo,Italy,Francesca,Rossi,Italy,0
Noah,Hofmann,Switzerland,Juerg,Schneider,Switzerland,0
Jesús,Fernández,Spain,Luca,Lepz,Spain,0
Miguel,Souza,Brazil,Miguel,Souza,Brazil,1
François,Keller,Switzerland,Fraçnois,Keller,Switzerland,1
Valeria,Martínez,Mexico,Fernanda,Gonçalves,Brazil,0
Jordi,López,Spain,Jordi,Lpez,Spain,1
Giuseppe,Greco,Italy,Giuseppe,Greco,Italy,1
João,Rocha,Brazil,Jooã,Rocha,Brazil,1
Sabine,Wagner,Germany,Jona,Wagner,Germany,0
François,Käser,Switzerland,François,Kaeser,Switzerland,1
Noah,Schneider,Switzerland,Noah,Schneider,Switzerland,1
Gustavo,Pereira,Brazil,Gustavo,Pereira,Brazil,1
Noah,Käser,Switzerland,Noah,äKser,Switzerland,1
Rita,Almeida,Portugal,Tiago,Gonçalves,Portugal,0
João,Oliveira,Brazil,oJão,Oliveira,Brazil,1
Giulia,Ferrari,Italy,Giuseppe,Rossi,Italy,0
Óscar,García,Spain,Óscar,Garíca,Spain,1
Pedro,Silva,Portugal,Pedro,Silva,Portugal,1
Andrés,Pérez,Mexico,Andrs,Prez,Mexico,1
Beatriz,Gonçalves,Portugal,Gonal,Fernandes,Portugal,0
Lukas,Fischer,Switzerland,Lukas,Fischer,Switzerland,1
Giulia,Fischer,Switzerland,Giulai,Fischer,Switzerland,1
Inês,Silva,Portugal,Inês,Rodrigues,Portugal,0
Giulia,Bianchi,Italy,Giulia,Bianchi,Italy,1
Léa,Hugentobler,Switzerland,Léa,Hugentobler,Switzerland,1
María,Muñoz,Spain,Marí,uMñoz,Spain,1
Élodie,Garcia,France,Sara,Esposito,Italy,0
Léa,Fischer,Switzerland,Noha,Müller,Switzerland,0
Óscar,Muñoz,Mexico,Óscar,Muñoz,Mexico,1
Noah,Meier,Switzerland,Léa,Käsre,Switzerland,0
Hans,Weiss,Switzerland,Hans,Weiss,Switzerland,1
Tobias,Müller,Germany,Tobias,Mueller,Germany,1
Gonçalo,Almeida,Portugal,Tigao,Carvalho,Portugal,0
Pedro,Carvalho,Brazil,Pedro,Carvalho,Brazil,1
Marta,Silva,Portugal,Marta,Silva,Portugal,1
Mariana,Carvalho,Brazil,Mariana,Carvalho,Brazil,1
João,Rocha,Brazil,Pedro,Oliveira,Brazil,0
Rafaela,Souza,Brazil,Rafaela,Souza,Brazil,1
Eléna,Marino,Italy,Giusepep,Esposito,Italy,0
Alessandro,Ferrari,Italy,Alessandro,Ferrari,Italy,1
Ana,Silva,Portugal,Francesca,Rossi,Italy,0
Óscar,Fernández,Mexico,Lucía,Fernández,Mexico,0
María,Pérez,Mexico,Mara,Prez,Mexico,1
Giorgia,Greco,Italy,Giorgia,Greco,Italy,1
Miguel,Fernandes,Portugal,Miguel,Fernandes,Portugal,1
Jordi,Martínez,Spain,Valeria,oTrres,Mexico,0
Noémie,Moreau,France,Nomie,Moreau,France,1
Jesús,Pérez,Mexico,Jesús,Pérez,Mexico,1
Valeria,Flores,Mexico,Miguel,Muoz,Mexico,0
Álvaro,García,Spain,Ana,Fernández,Spain,0
Tobias,Schmidt,Germany,Nina,Schmidt,Germany,0
Sven,Weiß,Germany,Sven,Wei,Germany,1
Nina,Hoffmann,Germany,René,Flores,Mexico,0
Élodie,Garcia,France,Noémei,Garcia,France,0
Rita,Carvalho,Portugal,Rita,Rodrigues,Portugal,0
Élodie,Moreau,France,Pedro,Silva,Portugal,0
Rita,Pereira,Portugal,Rita,Pereira,Portugal,1
Iñigo,Fernández,Spain,Iñigo,Fernández,Spain,1
Giuseppe,Romano,Italy,Giuseppe,Romano,Italy,1
Andrés,López,Mexico,Francesca,Esposito,Italy,0
Elena,Hofmann,Switzerland,Elena,Hofmann,Switzerland,1
Gustavo,Souza,Brazil,Gustavo,Souza,Brazil,0
Pedro,Oliveira,Brazil,Pedr,Oliveira,Brazil,1
Matteo,Meier,Switzerland,Matteo,Meeir,Switzerland,1
Francesca,Romano,Italy,Francesca,Romano,Italy,1
Jürg,Hugentobler,Switzerland,Maxiem,Hofmann,Switzerland,0
José,Gómez,Spain,José,López,Spain,0
Luca,Bianchi,Italy,Alessandro,Ricci,Italy,0
Léa,Schneider,Switzerland,Giulia,Schneider,Switzerland,0
René,Laurent,France,Ren,Laurent,France,1
Marco,Rossi,Italy,Marco,Rsosi,Italy,1
Luca,Rossi,Italy,Giulia,Russo,Italy,0
